ID,SENTENCE,FOS CODE,SL. No. Figure of Speech Class Label
RT5360,"  প্রথম যেদিন এসেছিলেম           নবীন পৃথ্বীতলে                    রবির আলোয় জীবন মেলে দিয়ে, সে যেন কোন্‌ জগৎ-জোড়া           ছেলেখেলার ছলে,                    কোথাত্থেকে কেই বা জানে কী এ!","2, 5",
RT5361,"শিশির যেমন রাতে রাতে, কে যে তারে লুকিয়ে গাঁথে,                    ঝিল্লি বাজায় গোপন ঝিনিঝিনি।","2, 4",
RT5362,"ভোরবেলা যেই চেয়ে দেখি, আলোর সঙ্গে আলোর এ কী                    ইশারাতে চলছে চেনাচিনি।","3, 4",
RT5363,  সেদিন মনে জেনেছিলেম           নীল আকাশের পথে                    ছুটির হাওয়ায় ঘুর লাগাল বুঝি!,2,
RT5364,যা-কিছু সব চলেছে ওই           ছেলেখেলার রথে                    যে-যার আপন দোসর খুঁজি খুঁজি।,"2, 4",
RT5365,"গাছে খেলা ফুল-ভরানো ফুলে খেলা ফল-ধরানো,                    ফলের খেলা অঙ্কুরে অঙ্কুরে।","4, 11",
RT5366,"স্থলের খেলা জলের কোলে, জলের খেলা হাওয়ার দোলে,                    হাওয়ার খেলা আপন বাঁশির সুরে।",3,
RT5367,"  ছেলের সঙ্গে আছ তুমি           নিত্য ছেলেমানুষ,                     নিয়ে তোমার মালমসলার ঝুলি।",10,
RT5368,আকাশেতে ওড়াও তোমার           কতরকম ফানুস                    মেঘে বোলাও রঙ-বেরঙের তুলি।,"2, 6, and 10",
RT5369,"সেদিন আমি আপন মনে ফিরেছিলেম তোমার সনে,                    খেলেছিলেম হাত মিলিয়ে হাতে।",10,
RT5370,ভাসিয়েছিলেম রাশি রাশি কথায় গাঁথা কান্নাহাসি                    তোমারই সব ভাসান-খেলার সাথে।,"1, 4, 6",
RT5371,"  ঋতুর তরী বোঝাই কর           রঙিন ফুলে ফুলে,                    কালের স্রোতে যায় তারা সব ভেসে।","1, 2, 6, and 10",
RT5372,আবার তারা ঘাটে লাগে           হাওয়ায় দুলে দুলে                    এই ধরণীর কূলে কূলে এসে।,"3, 4",
RT5373,"মিলিয়েছিলেম বিশ্ব-ডালায় তোমার ফুলে আমার মালায়                    সাজিয়েছিলেম ঋতুর তরণীতে, আশা আমার আছে মনে বকুল কেয়া শিউলি -সনে                    ফিরে ফিরে আসবে ধরণীতে।","4, 5, and 10",
